order_id,timestamp,day_of_week,is_weekend,weather,location,item_name,quantity,item_price,total_price
ORD100076,2026-03-06 21:25:00.682584,Friday,0,Clear,Whitefield,Cold Drink,4,60,240
ORD100077,2026-03-06 19:26:00.682584,Friday,0,Clear,Koramangala,Biriyani,4,260,1040
ORD100078,2026-03-06 20:01:00.682584,Friday,0,Clear,Koramangala,Biriyani,4,260,1040
ORD100079,2026-03-06 18:31:00.682584,Friday,0,Clear,HSR Layout,Aloo Paratha,2,30,60
ORD100080,2026-03-06 19:21:00.682584,Friday,0,Clear,HSR Layout,Biriyani,1,260,260
ORD100081,2026-03-06 19:46:00.682584,Friday,0,Clear,HSR Layout,Biriyani,3,260,780
ORD100082,2026-03-06 12:54:00.682584,Friday,0,Clear,Whitefield,Cold Drink,3,60,180
ORD100083,2026-03-06 18:28:00.682584,Friday,0,Clear,HSR Layout,Cold Drink,2,60,120
ORD100084,2026-03-06 21:35:00.682584,Friday,0,Clear,Koramangala,Biriyani,1,260,260
ORD100085,2026-03-06 23:50:00.682584,Friday,0,Clear,Koramangala,Chicken Bharta,2,250,500
ORD100086,2026-03-06 21:07:00.682584,Friday,0,Clear,HSR Layout,Fish Finger,2,70,140
ORD100087,2026-03-06 18:46:00.682584,Friday,0,Clear,Whitefield,Momo,3,120,360
ORD100088,2026-03-06 21:40:00.682584,Friday,0,Clear,Indraninagar,Momo,2,120,240
ORD100089,2026-03-06 21:03:00.682584,Friday,0,Clear,Whitefield,Aloo Paratha,2,30,60
ORD100090,2026-03-06 19:30:00.682584,Friday,0,Clear,HSR Layout,Biriyani,3,260,780
ORD100091,2026-03-06 22:41:00.682584,Friday,0,Clear,Whitefield,Cold Drink,3,60,180
ORD100092,2026-03-06 20:18:00.682584,Friday,0,Clear,Whitefield,Aloo Paratha,3,30,90
ORD100093,2026-03-06 14:00:00.682584,Friday,0,Clear,HSR Layout,Aloo Paratha,1,30,30
ORD100094,2026-03-06 22:14:00.682584,Friday,0,Clear,HSR Layout,Fish Finger,4,70,280
ORD100095,2026-03-06 13:31:00.682584,Friday,0,Clear,Whitefield,Momo,2,120,240
ORD100096,2026-03-06 20:33:00.682584,Friday,0,Clear,Koramangala,Fish Finger,3,70,210
ORD100097,2026-03-06 18:03:00.682584,Friday,0,Clear,HSR Layout,Cold Drink,4,60,240
ORD100098,2026-03-06 19:29:00.682584,Friday,0,Clear,Whitefield,Fish Finger,2,70,140
ORD100099,2026-03-06 19:05:00.682584,Friday,0,Clear,HSR Layout,Cold Drink,4,60,240
ORD100100,2026-03-06 13:48:00.682584,Friday,0,Clear,HSR Layout,Fish Finger,1,70,70
ORD100101,2026-03-06 14:01:00.682584,Friday,0,Clear,Indraninagar,Chicken Bharta,4,250,1000
ORD100102,2026-03-06 20:56:00.682584,Friday,0,Clear,HSR Layout,Aloo Paratha,2,30,60
ORD100103,2026-03-06 21:45:00.682584,Friday,0,Clear,Koramangala,Biriyani,4,260,1040
ORD100104,2026-03-06 21:24:00.682584,Friday,0,Clear,Koramangala,Fish Finger,3,70,210
ORD100105,2026-03-06 21:10:00.682584,Friday,0,Clear,Indraninagar,Fish Finger,4,70,280
ORD100106,2026-03-06 19:54:00.682584,Friday,0,Clear,Koramangala,Aloo Paratha,2,30,60
ORD100107,2026-03-06 20:25:00.682584,Friday,0,Clear,Koramangala,Aloo Paratha,3,30,90
ORD100108,2026-03-06 18:06:00.682584,Friday,0,Clear,Koramangala,Momo,2,120,240
ORD100109,2026-03-06 22:46:00.682584,Friday,0,Clear,Koramangala,Aloo Paratha,3,30,90
ORD100110,2026-03-06 18:44:00.682584,Friday,0,Clear,Indraninagar,Chicken Bharta,1,250,250
ORD100111,2026-03-06 20:14:00.682584,Friday,0,Clear,Indraninagar,Fish Finger,3,70,210
ORD100112,2026-03-06 21:43:00.682584,Friday,0,Clear,HSR Layout,Momo,4,120,480
ORD100113,2026-03-06 23:24:00.682584,Friday,0,Clear,Koramangala,Chicken Bharta,4,250,1000
ORD100114,2026-03-06 21:37:00.682584,Friday,0,Clear,Koramangala,Momo,3,120,360
ORD100115,2026-03-06 20:43:00.682584,Friday,0,Clear,Indraninagar,Cold Drink,4,60,240
ORD100116,2026-03-06 21:32:00.682584,Friday,0,Clear,HSR Layout,Chicken Bharta,2,250,500
ORD100117,2026-03-06 19:28:00.682584,Friday,0,Clear,HSR Layout,Chicken Bharta,3,250,750
ORD100118,2026-03-07 17:46:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,1,30,30
ORD100119,2026-03-07 21:33:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,3,30,90
ORD100120,2026-03-07 18:01:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,1,60,60
ORD100121,2026-03-07 15:41:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,2,30,60
ORD100122,2026-03-07 21:32:00.682584,Saturday,1,Clear,Indraninagar,Chicken Bharta,3,250,750
ORD100123,2026-03-07 21:37:00.682584,Saturday,1,Clear,Koramangala,Momo,3,120,360
ORD100124,2026-03-07 21:35:00.682584,Saturday,1,Clear,Indraninagar,Cold Drink,4,60,240
ORD100125,2026-03-07 14:21:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,4,30,120
ORD100126,2026-03-07 19:42:00.682584,Saturday,1,Clear,Whitefield,Chicken Bharta,2,250,500
ORD100127,2026-03-07 19:40:00.682584,Saturday,1,Clear,Indraninagar,Chicken Bharta,1,250,250
ORD100128,2026-03-07 12:18:00.682584,Saturday,1,Clear,Indraninagar,Biriyani,1,260,260
ORD100129,2026-03-07 20:20:00.682584,Saturday,1,Clear,Koramangala,Chicken Bharta,3,250,750
ORD100130,2026-03-07 23:26:00.682584,Saturday,1,Clear,Indraninagar,Cold Drink,3,60,180
ORD100131,2026-03-07 20:57:00.682584,Saturday,1,Clear,Whitefield,Biriyani,2,260,520
ORD100132,2026-03-07 18:44:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,1,70,70
ORD100133,2026-03-07 21:23:00.682584,Saturday,1,Clear,Whitefield,Aloo Paratha,2,30,60
ORD100134,2026-03-07 12:59:00.682584,Saturday,1,Clear,Whitefield,Fish Finger,1,70,70
ORD100135,2026-03-07 13:23:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,4,70,280
ORD100136,2026-03-07 20:30:00.682584,Saturday,1,Clear,Koramangala,Momo,2,120,240
ORD100137,2026-03-07 13:51:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,4,70,280
ORD100138,2026-03-07 20:38:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,4,30,120
ORD100139,2026-03-07 15:33:00.682584,Saturday,1,Clear,Whitefield,Cold Drink,4,60,240
ORD100140,2026-03-07 17:02:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,3,30,90
ORD100141,2026-03-07 21:28:00.682584,Saturday,1,Clear,Indraninagar,Momo,1,120,120
ORD100142,2026-03-07 18:50:00.682584,Saturday,1,Clear,Koramangala,Cold Drink,4,60,240
ORD100143,2026-03-07 19:41:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,3,70,210
ORD100144,2026-03-07 12:13:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,1,70,70
ORD100145,2026-03-07 13:40:00.682584,Saturday,1,Clear,HSR Layout,Biriyani,3,260,780
ORD100146,2026-03-07 19:26:00.682584,Saturday,1,Clear,Koramangala,Biriyani,2,260,520
ORD100147,2026-03-07 15:14:00.682584,Saturday,1,Clear,HSR Layout,Biriyani,3,260,780
ORD100148,2026-03-07 17:34:00.682584,Saturday,1,Clear,HSR Layout,Chicken Bharta,2,250,500
ORD100149,2026-03-07 21:54:00.682584,Saturday,1,Clear,Koramangala,Cold Drink,4,60,240
ORD100150,2026-03-07 21:15:00.682584,Saturday,1,Clear,Indraninagar,Biriyani,4,260,1040
ORD100151,2026-03-07 18:01:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,4,70,280
ORD100152,2026-03-07 17:16:00.682584,Saturday,1,Clear,Koramangala,Cold Drink,4,60,240
ORD100153,2026-03-07 19:27:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,3,30,90
ORD100154,2026-03-07 21:55:00.682584,Saturday,1,Clear,Whitefield,Chicken Bharta,4,250,1000
ORD100155,2026-03-07 13:22:00.682584,Saturday,1,Clear,Whitefield,Biriyani,1,260,260
ORD100156,2026-03-07 23:35:00.682584,Saturday,1,Clear,Whitefield,Momo,4,120,480
ORD100157,2026-03-07 20:03:00.682584,Saturday,1,Clear,Indraninagar,Cold Drink,2,60,120
ORD100158,2026-03-07 12:36:00.682584,Saturday,1,Clear,Indraninagar,Biriyani,2,260,520
ORD100159,2026-03-07 21:03:00.682584,Saturday,1,Clear,Koramangala,Aloo Paratha,4,30,120
ORD100160,2026-03-07 13:34:00.682584,Saturday,1,Clear,Koramangala,Cold Drink,3,60,180
ORD100161,2026-03-07 19:43:00.682584,Saturday,1,Clear,HSR Layout,Chicken Bharta,2,250,500
ORD100162,2026-03-07 21:32:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,2,70,140
ORD100163,2026-03-07 13:10:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,4,30,120
ORD100164,2026-03-07 20:08:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,2,70,140
ORD100165,2026-03-07 13:44:00.682584,Saturday,1,Clear,Whitefield,Cold Drink,1,60,60
ORD100166,2026-03-07 21:16:00.682584,Saturday,1,Clear,Koramangala,Chicken Bharta,4,250,1000
ORD100167,2026-03-07 19:43:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,4,30,120
ORD100168,2026-03-07 21:38:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,2,30,60
ORD100169,2026-03-07 21:26:00.682584,Saturday,1,Clear,Whitefield,Chicken Bharta,3,250,750
ORD100170,2026-03-07 16:13:00.682584,Saturday,1,Clear,Indraninagar,Biriyani,2,260,520
ORD100171,2026-03-07 22:18:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,4,70,280
ORD100172,2026-03-07 19:27:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,3,60,180
ORD100173,2026-03-07 18:35:00.682584,Saturday,1,Clear,Indraninagar,Chicken Bharta,4,250,1000
ORD100174,2026-03-07 20:44:00.682584,Saturday,1,Clear,Whitefield,Cold Drink,1,60,60
ORD100175,2026-03-07 18:22:00.682584,Saturday,1,Clear,Whitefield,Momo,2,120,240
ORD100176,2026-03-07 18:12:00.682584,Saturday,1,Clear,Koramangala,Cold Drink,3,60,180
ORD100177,2026-03-07 21:52:00.682584,Saturday,1,Clear,Koramangala,Biriyani,4,260,1040
ORD100178,2026-03-07 21:44:00.682584,Saturday,1,Clear,Indraninagar,Momo,1,120,120
ORD100179,2026-03-07 19:09:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,4,70,280
ORD100180,2026-03-07 22:45:00.682584,Saturday,1,Clear,HSR Layout,Momo,1,120,120
ORD100181,2026-03-07 20:00:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,1,30,30
ORD100182,2026-03-07 21:37:00.682584,Saturday,1,Clear,Whitefield,Biriyani,1,260,260
ORD100183,2026-03-07 14:58:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,3,70,210
ORD100184,2026-03-07 13:14:00.682584,Saturday,1,Clear,HSR Layout,Momo,3,120,360
ORD100185,2026-03-07 18:05:00.682584,Saturday,1,Clear,Koramangala,Biriyani,3,260,780
ORD100186,2026-03-07 14:33:00.682584,Saturday,1,Clear,Whitefield,Biriyani,4,260,1040
ORD100187,2026-03-07 13:02:00.682584,Saturday,1,Clear,Koramangala,Momo,1,120,120
ORD100188,2026-03-07 18:57:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,4,70,280
ORD100189,2026-03-07 21:31:00.682584,Saturday,1,Clear,Indraninagar,Biriyani,3,260,780
ORD100190,2026-03-07 21:39:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,1,70,70
ORD100191,2026-03-07 19:33:00.682584,Saturday,1,Clear,Whitefield,Fish Finger,4,70,280
ORD100192,2026-03-07 21:20:00.682584,Saturday,1,Clear,Indraninagar,Chicken Bharta,4,250,1000
ORD100193,2026-03-07 21:18:00.682584,Saturday,1,Clear,Whitefield,Aloo Paratha,3,30,90
ORD100194,2026-03-07 13:49:00.682584,Saturday,1,Clear,Whitefield,Momo,3,120,360
ORD100195,2026-03-07 16:48:00.682584,Saturday,1,Clear,Indraninagar,Chicken Bharta,1,250,250
ORD100196,2026-03-07 21:27:00.682584,Saturday,1,Clear,Whitefield,Biriyani,3,260,780
ORD100197,2026-03-07 16:33:00.682584,Saturday,1,Clear,Whitefield,Aloo Paratha,1,30,30
ORD100198,2026-03-07 23:43:00.682584,Saturday,1,Clear,Whitefield,Fish Finger,4,70,280
ORD100199,2026-03-07 18:49:00.682584,Saturday,1,Clear,HSR Layout,Chicken Bharta,1,250,250
ORD100200,2026-03-07 19:29:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,1,60,60
ORD100201,2026-03-07 20:50:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,3,30,90
ORD100202,2026-03-07 18:20:00.682584,Saturday,1,Clear,Indraninagar,Momo,2,120,240
ORD100203,2026-03-07 19:00:00.682584,Saturday,1,Clear,Indraninagar,Fish Finger,3,70,210
ORD100204,2026-03-07 19:13:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,4,60,240
ORD100205,2026-03-07 19:16:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,2,70,140
ORD100206,2026-03-07 23:10:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,2,30,60
ORD100207,2026-03-07 13:14:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,4,30,120
ORD100208,2026-03-07 15:28:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,1,30,30
ORD100209,2026-03-07 18:07:00.682584,Saturday,1,Clear,HSR Layout,Biriyani,2,260,520
ORD100210,2026-03-07 23:46:00.682584,Saturday,1,Clear,Koramangala,Chicken Bharta,4,250,1000
ORD100211,2026-03-07 18:20:00.682584,Saturday,1,Clear,Whitefield,Biriyani,1,260,260
ORD100212,2026-03-07 21:59:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,2,60,120
ORD100213,2026-03-07 14:46:00.682584,Saturday,1,Clear,Whitefield,Fish Finger,3,70,210
ORD100214,2026-03-07 19:50:00.682584,Saturday,1,Clear,Whitefield,Aloo Paratha,3,30,90
ORD100215,2026-03-07 20:35:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,1,60,60
ORD100216,2026-03-07 20:19:00.682584,Saturday,1,Clear,HSR Layout,Biriyani,4,260,1040
ORD100217,2026-03-07 15:14:00.682584,Saturday,1,Clear,Whitefield,Chicken Bharta,1,250,250
ORD100218,2026-03-07 20:49:00.682584,Saturday,1,Clear,Whitefield,Biriyani,1,260,260
ORD100219,2026-03-07 19:38:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,2,30,60
ORD100220,2026-03-07 13:31:00.682584,Saturday,1,Clear,Koramangala,Aloo Paratha,1,30,30
ORD100221,2026-03-07 14:39:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,3,30,90
ORD100222,2026-03-07 16:20:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,4,70,280
ORD100223,2026-03-07 11:38:00.682584,Saturday,1,Clear,Koramangala,Chicken Bharta,4,250,1000
ORD100224,2026-03-07 14:39:00.682584,Saturday,1,Clear,Indraninagar,Fish Finger,3,70,210
ORD100225,2026-03-07 16:46:00.682584,Saturday,1,Clear,Indraninagar,Chicken Bharta,4,250,1000
ORD100226,2026-03-07 19:19:00.682584,Saturday,1,Clear,Indraninagar,Cold Drink,1,60,60
ORD100227,2026-03-07 19:23:00.682584,Saturday,1,Clear,Whitefield,Biriyani,3,260,780
ORD100228,2026-03-07 13:52:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,2,70,140
ORD100229,2026-03-07 11:15:00.682584,Saturday,1,Clear,Whitefield,Chicken Bharta,4,250,1000
ORD100230,2026-03-07 17:43:00.682584,Saturday,1,Clear,HSR Layout,Momo,1,120,120
ORD100231,2026-03-07 21:16:00.682584,Saturday,1,Clear,Indraninagar,Fish Finger,4,70,280
ORD100232,2026-03-07 21:22:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,3,70,210
ORD100233,2026-03-07 20:42:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,1,60,60
ORD100234,2026-03-07 19:33:00.682584,Saturday,1,Clear,HSR Layout,Chicken Bharta,1,250,250
ORD100235,2026-03-07 21:04:00.682584,Saturday,1,Clear,Koramangala,Biriyani,1,260,260
ORD100236,2026-03-07 21:28:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,3,60,180
ORD100237,2026-03-07 19:00:00.682584,Saturday,1,Clear,HSR Layout,Momo,4,120,480
ORD100238,2026-03-07 16:29:00.682584,Saturday,1,Clear,Indraninagar,Fish Finger,4,70,280
ORD100239,2026-03-07 14:53:00.682584,Saturday,1,Clear,Indraninagar,Fish Finger,2,70,140
ORD100240,2026-03-07 16:49:00.682584,Saturday,1,Clear,HSR Layout,Fish Finger,3,70,210
ORD100241,2026-03-07 14:30:00.682584,Saturday,1,Clear,HSR Layout,Chicken Bharta,1,250,250
ORD100242,2026-03-07 16:06:00.682584,Saturday,1,Clear,Whitefield,Aloo Paratha,3,30,90
ORD100243,2026-03-07 13:46:00.682584,Saturday,1,Clear,Koramangala,Chicken Bharta,4,250,1000
ORD100244,2026-03-07 19:55:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,4,30,120
ORD100245,2026-03-07 22:19:00.682584,Saturday,1,Clear,Whitefield,Biriyani,4,260,1040
ORD100246,2026-03-07 19:47:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,2,60,120
ORD100247,2026-03-07 17:16:00.682584,Saturday,1,Clear,Whitefield,Aloo Paratha,4,30,120
ORD100248,2026-03-07 23:38:00.682584,Saturday,1,Clear,Koramangala,Momo,4,120,480
ORD100249,2026-03-07 19:50:00.682584,Saturday,1,Clear,Koramangala,Momo,4,120,480
ORD100250,2026-03-07 12:45:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,2,30,60
ORD100251,2026-03-07 19:09:00.682584,Saturday,1,Clear,Indraninagar,Biriyani,4,260,1040
ORD100252,2026-03-07 22:18:00.682584,Saturday,1,Clear,HSR Layout,Aloo Paratha,2,30,60
ORD100253,2026-03-07 12:50:00.682584,Saturday,1,Clear,HSR Layout,Cold Drink,4,60,240
ORD100254,2026-03-07 19:50:00.682584,Saturday,1,Clear,Indraninagar,Biriyani,2,260,520
ORD100255,2026-03-07 21:38:00.682584,Saturday,1,Clear,HSR Layout,Momo,1,120,120
ORD100256,2026-03-07 20:32:00.682584,Saturday,1,Clear,Indraninagar,Fish Finger,4,70,280
ORD100257,2026-03-07 21:03:00.682584,Saturday,1,Clear,Indraninagar,Fish Finger,2,70,140
ORD100258,2026-03-07 20:36:00.682584,Saturday,1,Clear,Koramangala,Biriyani,4,260,1040
ORD100259,2026-03-07 18:16:00.682584,Saturday,1,Clear,Indraninagar,Aloo Paratha,4,30,120
ORD100260,2026-03-07 23:27:00.682584,Saturday,1,Clear,Indraninagar,Cold Drink,3,60,180
ORD100261,2026-03-07 20:14:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,4,70,280
ORD100262,2026-03-07 11:51:00.682584,Saturday,1,Clear,Indraninagar,Cold Drink,2,60,120
ORD100263,2026-03-07 13:56:00.682584,Saturday,1,Clear,Koramangala,Fish Finger,1,70,70
ORD100264,2026-03-07 20:32:00.682584,Saturday,1,Clear,Whitefield,Fish Finger,4,70,280
ORD100265,2026-03-07 14:12:00.682584,Saturday,1,Clear,Whitefield,Chicken Bharta,2,250,500
ORD100266,2026-03-07 21:56:00.682584,Saturday,1,Clear,HSR Layout,Biriyani,1,260,260
